origin_lga,dest_lga,origin_suburb,origin_tourism_region,origin_centroid_lat,origin_centroid_lon,dest_suburb,dest_tourism_region,dest_centroid_lat,dest_centroid_lon,n_trips,n_devices,avg_distance_km,pct_weekday,pct_weekday_am_peak,pct_weekday_pm_peak,pct_weekend,pct_weekend_am_peak,pct_weekend_pm_peak
Melton,Ballarat,Burnside (Vic.),Melbourne,-37.72452997948302,144.6727150449748,Ballarat Central,Ballarat,-37.560758619880346,143.84044028877062,601338,87427,75.50870142732748,71.21618790098081,16.09377754274634,2.756519627896458,28.783812099019183,6.281492272232921,1.0448366808683303
Ballarat,Melton,Ballarat East,Ballarat,-37.560758619880346,143.84044028877062,Mount Cottrell,Melbourne,-37.72452997948302,144.6727150449748,580993,83579,75.50870142732738,70.06401109824043,15.225656763506617,2.8327363668753325,29.935988901759575,6.154118896441093,1.1311668126810477
Greater Bendigo,Campaspe,Eppalock,Bendigo Loddon,-36.76159987473658,144.2964199597455,Torrumbarry,Central Murray,-36.23436338726099,144.80628852374232,510683,88982,74.25705659292008,70.66223077721403,12.393206744692892,1.5585010662191614,29.337769222785955,4.645934953777588,0.5986100966744536
Ballarat,Melbourne,Ballarat Central,Ballarat,-37.560758619880346,143.84044028877062,Melbourne,Melbourne,-37.81361503191175,144.9567973261259,505289,105103,102.17784686874911,71.65087702285227,16.04507519459161,2.874394653356792,28.349122977147733,6.099875516783464,1.0896734344108026
Campaspe,Greater Bendigo,Muskerry,Central Murray,-36.23436338726099,144.80628852374232,Goornong,Bendigo Loddon,-36.76159987473658,144.2964199597455,503522,87385,74.2570565929201,68.51974690281656,11.38679144108897,1.5858294175825485,31.480253097183443,4.649647880330949,0.6220185016742069
Greater Geelong,Hume,Norlane,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Greenvale (Vic.),Melbourne,-37.61916005016096,144.88102921785145,502059,97376,73.1290031254477,68.74231912982339,14.123439675416636,2.5817682782302476,31.257680870176614,6.620934989712364,0.9887284163813416
Hume,Greater Geelong,Jacana,Melbourne,-37.61916005016096,144.88102921785145,Rippleside,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,497176,95122,73.12900312544761,71.61709334320241,15.328575796096352,2.8171110431718343,28.38290665679759,6.040919111139717,1.08874925579674
Wellington,East Gippsland,Sale,Gippsland,-38.08514705389654,146.99369744746866,Fernbank,Lakes,-37.804803484094386,147.83505312804294,496964,91270,80.09215237240952,71.1711512302702,11.184512359044115,1.6789948567703092,28.8288487697298,4.25060970211122,0.6177509839746943
Melbourne,Ballarat,Melbourne,Melbourne,-37.81361503191175,144.9567973261259,Wendouree,Ballarat,-37.560758619880346,143.84044028877062,484451,102847,102.17784686874911,72.91944902580447,14.955072855665485,2.629574508051382,27.080550974195532,5.8488887421018845,0.9825555112900995
Greater Bendigo,Melbourne,White Hills (Vic.),Bendigo Loddon,-36.76159987473658,144.2964199597455,South Wharf,Melbourne,-37.81361503191175,144.9567973261259,484295,99592,130.75492084940092,71.24356022672131,15.703032242744609,2.800772256579151,28.756439773278686,6.132832261328323,1.0435788104357882
East Gippsland,Wellington,Paynesville (Vic.),Lakes,-37.804803484094386,147.83505312804294,Meerlieu,Gippsland,-38.08514705389654,146.99369744746866,481072,87723,80.0921523724097,69.39460205540958,10.028852230019623,1.6452838660325275,30.60539794459041,3.972586224099511,0.6882545648052683
Casey,Greater Geelong,Cranbourne South,Melbourne,-38.05979577052403,145.30002452714226,Waurn Ponds,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,459969,75184,80.0835637098452,70.37909076481242,16.352841169731004,2.8377999386915205,29.620909235187586,6.434346662492472,1.194210914213784
Melbourne,Greater Bendigo,Melbourne,Melbourne,-37.81361503191175,144.9567973261259,Sedgwick,Bendigo Loddon,-36.76159987473658,144.2964199597455,457255,94444,130.75492084940095,72.87159243748019,15.1283200839794,2.572525177417415,27.12840756251982,5.840504751178226,0.9384260423614833
Macedon Ranges,Greater Bendigo,Gisborne South,Macedon,-37.38513245836307,144.59317056983807,Kennington,Bendigo Loddon,-36.76159987473658,144.2964199597455,455473,84524,74.16374909448278,70.70671587558428,14.606573825451783,1.799008942352236,29.29328412441572,5.7671914690881785,0.6314315008793057
Greater Geelong,Casey,Geelong,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Narre Warren North,Melbourne,-38.05979577052403,145.30002452714226,454633,76833,80.08356370984518,69.18745449626402,15.004850065877312,2.714717145477781,30.812545503735983,6.6719749776193105,1.0839512309929107
Ballarat,Greater Geelong,Invermay Park,Ballarat,-37.560758619880346,143.84044028877062,North Geelong,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,438342,52340,81.64602989299668,68.67263460950582,14.261467073654819,2.615537639559978,31.327365390494183,6.5695279028703615,1.135414813091148
Greater Geelong,Ballarat,Fyansford,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Mount Helen,Ballarat,-37.560758619880346,143.84044028877062,434848,52357,81.64602989299672,67.95339980866878,13.707318419309736,2.656330487894621,32.04660019133122,6.537916697328722,1.121771285598646
Greater Bendigo,Macedon Ranges,Elmore,Bendigo Loddon,-36.76159987473658,144.2964199597455,Woodend (Vic.),Macedon,-37.38513245836307,144.59317056983807,410954,74387,74.16374909448275,69.71875197710693,13.011188600183962,2.0673846707904047,30.281248022893077,5.5728865031122705,0.8047129362410391
Whittlesea,Greater Geelong,Mernda,Melbourne,-37.64732987572091,145.04883542188267,Little River (Vic.),Geelong and the Bellarine,-38.151801049319516,144.39223976363152,382662,69560,80.40903843160305,70.53038974342893,15.443132581756224,2.956656265842963,29.469610256571073,6.318631063445025,1.1738819114518817
Greater Geelong,Whittlesea,Corio,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Bundoora (Vic.),Melbourne,-37.64732987572091,145.04883542188267,381558,69682,80.40903843160307,68.29446637208498,14.583890260458437,2.493985187048889,31.705533627915024,6.751267173011705,1.0048275753620681
Greater Geelong,Monash,Lara,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Oakleigh South,Melbourne,-37.89728696736875,145.1372060686583,377674,90040,71.12660187117791,70.01673400869532,14.60916028108898,2.688032535996653,29.98326599130467,6.029273924072083,1.067852168801665
Monash,Greater Geelong,Clayton,Melbourne,-37.89728696736875,145.1372060686583,Lara,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,375529,89094,71.1266018711779,70.98785979245278,15.195098114925878,2.8607644149985756,29.012140207547223,5.93855601032144,1.1240143903666562
Whittlesea,Mornington Peninsula,South Morang,Melbourne,-37.64732987572091,145.04883542188267,Flinders (Vic.),Peninsula,-38.29235403626136,145.02040683307882,357019,58606,71.7666921879684,68.82126721547033,15.216837199140661,3.0359728753931865,31.17873278452967,6.701043922032161,1.2803240163688767
Mornington Peninsula,Whittlesea,Mornington (Vic.),Peninsula,-38.29235403626136,145.02040683307882,South Morang,Melbourne,-37.64732987572091,145.04883542188267,353373,58516,71.76669218796832,65.5879198467342,14.461206713585927,2.458874899893314,34.41208015326581,7.290879608798635,1.1401550203326232
Greater Bendigo,Hume,Bendigo,Bendigo Loddon,-36.76159987473658,144.2964199597455,Meadow Heights,Melbourne,-37.61916005016096,144.88102921785145,340952,54674,108.51001660343249,68.54777212041577,15.290128815786385,2.4716089068255944,31.45222787958422,6.481850817710411,1.0288838311551185
Hume,Greater Bendigo,Coolaroo,Melbourne,-37.61916005016096,144.88102921785145,Strathfieldsaye,Bendigo Loddon,-36.76159987473658,144.2964199597455,340717,54144,108.51001660343255,70.19520599206966,15.741803314774433,2.493565040781646,29.804794007930337,6.21953116516053,1.0155055368531654
Latrobe (Vic.),Melbourne,Traralgon,Gippsland,-38.213057179642476,146.42477587409678,West Melbourne,Melbourne,-37.81361503191175,144.9567973261259,340266,76675,136.05692575261364,71.26689119688714,15.866410396572094,2.9356444663880614,28.733108803112863,6.220133660136481,1.0906173405512158
Casey,Latrobe (Vic.),Berwick,Melbourne,-38.05979577052403,145.30002452714226,Morwell,Gippsland,-38.213057179642476,146.42477587409678,331046,56580,99.83483957458589,71.03484107948745,16.029494390507665,2.7684974293602704,28.965158920512557,6.262875854110909,1.08081656325707
Cardinia,Latrobe (Vic.),Pakenham,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,Flynn (Vic.),Gippsland,-38.213057179642476,146.42477587409678,323441,65180,84.99114890067582,71.89100948859297,15.137536675931623,2.2575987583516004,28.10899051140703,5.559282836746114,0.7856146870681205
Melbourne,Latrobe (Vic.),Melbourne,Melbourne,-37.81361503191175,144.9567973261259,Morwell,Gippsland,-38.213057179642476,146.42477587409678,322392,72973,136.05692575261344,72.21084890443932,15.345914290677188,2.772711481674483,27.789151095560683,6.05381026824487,1.085014516489243
Latrobe (Vic.),Casey,Morwell,Gippsland,-38.213057179642476,146.42477587409678,Botanic Ridge,Melbourne,-38.05979577052403,145.30002452714226,318295,53039,99.83483957458584,69.91658681411897,14.79445168789959,2.603873764903627,30.083413185881025,6.317724123847375,1.0666205878194757
Latrobe (Vic.),Cardinia,Boolarra,Gippsland,-38.213057179642476,146.42477587409678,Nar Nar Goon,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,292976,57572,84.99114890067581,70.49143957184206,14.417563213369014,2.485527824804762,29.50856042815794,5.820613292556387,0.8922232537818797
Hume,Mornington Peninsula,Craigieburn,Melbourne,-37.61916005016096,144.88102921785145,Dromana,Peninsula,-38.29235403626136,145.02040683307882,292295,58679,75.84660980734402,70.00051318017756,15.12615679365025,2.7985425682957286,29.99948681982244,6.259087565644298,1.1755247267315556
Mornington Peninsula,Hume,Capel Sound,Peninsula,-38.29235403626136,145.02040683307882,Westmeadows,Melbourne,-37.61916005016096,144.88102921785145,291398,58704,75.84660980734391,67.31652241950871,14.412247167104786,2.409762592742572,32.683477580491285,6.844933733244566,1.0988407607464703
Greater Geelong,Colac Otway,Little River (Vic.),Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Lavers Hill,Great Ocean Road,-38.438595295656384,143.62213312593246,291318,52307,74.3883089766766,70.82054661915845,12.904798193039907,2.307100831393872,29.17945338084155,5.167892131622488,0.8935252885163293
Colac Otway,Greater Geelong,Barramunga,Great Ocean Road,-38.438595295656384,143.62213312593246,Belmont (Vic.),Geelong and the Bellarine,-38.151801049319516,144.39223976363152,285085,51095,74.38830897667656,68.39012925969448,12.126558745637265,2.1593559815493624,31.609870740305524,5.409614676324605,0.7755581668625147
Baw Baw,Melbourne,Warragul,Gippsland,-38.139765047023694,145.94938812228204,Carlton (Vic.),Melbourne,-37.81361503191175,144.9567973261259,275684,64441,94.25668205163194,71.41509844604693,16.436572307424445,3.082514763279697,28.58490155395308,6.367435179408308,0.9706765717270497
Mitchell,Greater Bendigo,Beveridge,Goulburn,-37.28781680323136,145.011313351489,Heathcote (Vic.),Bendigo Loddon,-36.76159987473658,144.2964199597455,275356,55276,86.32166553187338,71.7903368729935,13.108485015761415,1.8394369470794172,28.209663127006497,4.423001496244861,0.6413515594357849
Greater Bendigo,Mitchell,Heathcote (Vic.),Bendigo Loddon,-36.76159987473658,144.2964199597455,Heathcote South,Goulburn,-37.28781680323136,145.011313351489,274770,55674,86.32166553187339,68.35862721548932,12.099210248571532,1.9918477271900135,31.64137278451068,4.93503657604542,0.66637551406631
Banyule,Greater Geelong,Heidelberg,Melbourne,-37.731159685348366,145.08095050285937,Norlane,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,273629,51800,76.38854782219606,70.07773298882793,16.215386527012853,2.8776189658259907,29.92226701117206,6.494560152615403,1.155579269741146
Greater Geelong,Whitehorse,Highton,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Burwood (Vic.),Melbourne,-37.82779628566941,145.15180793313468,272982,61734,75.6888465042649,68.73823182480896,15.14239034075507,2.621051937490384,31.26176817519104,6.660878739257534,1.0202137869896184
Whitehorse,Greater Geelong,Box Hill North,Melbourne,-37.82779628566941,145.15180793313468,Geelong West,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,272751,61189,75.68884650426475,70.21935758255698,16.16969323668841,2.715297102485417,29.780642417443016,6.458638098485432,1.1142030643334029
Greater Geelong,Banyule,Portarlington,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Ivanhoe (Vic.),Melbourne,-37.731159685348366,145.08095050285937,271133,52643,76.38854782219606,68.23920363806693,14.857652886221892,2.5194277347279748,31.760796361933075,6.6749528829024865,1.0179505998900908
Melbourne,Baw Baw,Kensington (Vic.),Melbourne,-37.81361503191175,144.9567973261259,Drouin,Gippsland,-38.139765047023694,145.94938812228204,270779,75831,94.25668205163191,70.93607702222108,15.088319256663182,2.6951868497926355,29.063922977778926,6.377525583594002,1.0805860129478282
Surf Coast,Melbourne,Freshwater Creek,Great Ocean Road,-38.348388766704545,144.21031303599864,Melbourne,Melbourne,-37.81361503191175,144.9567973261259,268105,63064,88.34454998318502,66.77160067883851,14.86320657951176,2.5836892262359896,33.22839932116148,7.156151507804778,1.1708099438652766
Melbourne,Surf Coast,Carlton (Vic.),Melbourne,-37.81361503191175,144.9567973261259,Torquay (Vic.),Great Ocean Road,-38.348388766704545,144.21031303599864,251490,60609,88.34454998318499,70.14950892679629,14.587458745874587,2.6199848900552705,29.850491073203706,6.23484035150503,1.107797526740626
Greater Geelong,Greater Dandenong,Ocean Grove,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Dandenong South,Melbourne,-37.98494274359324,145.18828325174346,245154,55644,72.11386176257213,71.33679238356298,14.866981570767763,2.618762084240926,28.663207616437013,5.946466302813742,1.02506995602764
Greater Dandenong,Greater Geelong,Dandenong South,Melbourne,-37.98494274359324,145.18828325174346,Highton,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,243359,55261,72.11386176257214,72.63425638665511,15.300851827957873,2.8710670244371483,27.365743613344897,5.622968536195497,1.0309871424520975
Cardinia,Wyndham,Bayles,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,Tarneit,Melbourne,-37.880242042143955,144.68509738538478,237821,49624,71.93624675692425,71.12408071616888,16.38837613162841,3.004360422334445,28.875919283831113,6.157572291765655,1.1184882747949088
Wyndham,Cardinia,Laverton North,Melbourne,-37.880242042143955,144.68509738538478,Beaconsfield (Vic.),Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,237645,50579,71.93624675692428,71.04799175240379,15.6249868501336,3.210671379578783,28.952008247596204,6.184013970418061,1.2708030886406194
Greater Shepparton,Melbourne,Shepparton,Goulburn,-36.38940852443266,145.38258615315812,Port Melbourne,Melbourne,-37.81361503191175,144.9567973261259,224105,48237,162.80368871707074,70.94620825059683,15.641775060797395,3.0115347716472187,29.053791749403178,6.273844849512505,1.149907409473238
Greater Geelong,Darebin,East Geelong,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Reservoir (Vic.),Melbourne,-37.73735356736465,145.0080486614528,220252,51432,70.99079631519706,67.91584185387647,14.512467537184678,2.68783030347057,32.08415814612353,6.624230426965476,1.1309772442474983
Darebin,Greater Geelong,Thornbury,Melbourne,-37.73735356736465,145.0080486614528,Leopold,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,219259,50869,70.99079631519707,70.48513401958415,15.63858268075655,3.172503751271327,29.514865980415856,6.303504075089278,1.2779407002677199
Baw Baw,Wellington,Toongabbie (Vic.),Gippsland,-38.139765047023694,145.94938812228204,Glengarry (Vic.),Gippsland,-38.08514705389654,146.99369744746866,216818,51001,91.56594858446644,68.00865241815717,13.09992712782149,1.6197917147100334,31.991347581842838,5.316440516931252,0.6563108229021576
Cardinia,Hume,Bunyip North,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,Roxburgh Park,Melbourne,-37.61916005016096,144.88102921785145,216570,46218,71.84251426289045,71.41986424712564,15.938495636514752,3.180034169090825,28.58013575287436,6.128272613935448,1.2564067045297131
Latrobe (Vic.),East Gippsland,Traralgon East,Gippsland,-38.213057179642476,146.42477587409678,Kalimna West,Lakes,-37.804803484094386,147.83505312804294,216550,34672,131.63102388891076,69.8559224197645,13.74509351189102,2.493188640036943,30.14407758023551,5.474486261833294,1.031632417455553
Melton,Mornington Peninsula,Caroline Springs,Melbourne,-37.72452997948302,144.6727150449748,Mornington (Vic.),Peninsula,-38.29235403626136,145.02040683307882,213075,40617,70.10333130740496,68.91751730611287,15.897219288982752,2.9590519770034027,31.08248269388713,6.791974656810982,1.261058312800657
Melbourne,Greater Shepparton,Flemington,Melbourne,-37.81361503191175,144.9567973261259,Shepparton,Goulburn,-36.38940852443266,145.38258615315812,212461,46087,162.80368871707057,72.204310438151,15.360466156141598,2.6456620273838496,27.795689561848995,5.902730383458612,1.1009079313379866
Hume,Cardinia,Melbourne Airport,Melbourne,-37.61916005016096,144.88102921785145,Officer,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,212453,45848,71.84251426289043,72.06770438638192,15.618513271170563,3.0533812184341946,27.93229561361807,6.039924124394572,1.2007361628218947
East Gippsland,Latrobe (Vic.),Bairnsdale,Lakes,-37.804803484094386,147.83505312804294,Traralgon,Gippsland,-38.213057179642476,146.42477587409678,211554,33627,131.63102388891053,67.83752611626346,12.978246688788678,2.427276250980837,32.16247388373654,5.521994384412491,1.1094094179263925
Wyndham,Ballarat,Werribee,Melbourne,-37.880242042143955,144.68509738538478,Alfredton,Ballarat,-37.560758619880346,143.84044028877062,211266,38097,82.34868670704327,71.31720201073529,15.68070584003105,2.9053420805998127,28.68279798926472,6.174206923972622,1.1847623375270986
Knox,Greater Geelong,Boronia,Melbourne,-37.88130381273568,145.2535422439721,Bell Park,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,210892,41309,81.22635026362856,71.92354380441174,16.54780646017867,2.9394192287995753,28.07645619558826,6.123987633480644,1.1138402594693018
Mornington Peninsula,Melton,Baxter,Peninsula,-38.29235403626136,145.02040683307882,Caroline Springs,Melbourne,-37.72452997948302,144.6727150449748,209607,39967,70.103331307405,66.73679791228346,14.995682396103183,2.5104123430992287,33.263202087716536,7.254528713258622,1.0939520149613324
Greater Geelong,Knox,North Geelong,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Rowville,Melbourne,-37.88130381273568,145.2535422439721,208430,40961,81.22635026362852,70.57909130163604,15.198387947992131,2.8105359113371398,29.420908698363956,6.273569063954325,1.0056133953845416
Wellington,Baw Baw,Fulham (Vic.),Gippsland,-38.08514705389654,146.99369744746866,Drouin,Gippsland,-38.139765047023694,145.94938812228204,207553,48330,91.56594858446638,66.49193218117782,11.308436881182155,1.5359932161905634,33.50806781882218,4.992459757266818,0.6388729625685969
Casey,South Gippsland,Tooradin,Melbourne,-38.05979577052403,145.30002452714226,Nyora (Vic.),Gippsland,-38.51000720255768,145.94855425037235,206409,36629,75.56545541179406,70.86415805512357,14.985296183790437,2.608413392826863,29.135841944876432,5.408194410127465,0.9873600472847599
Ballarat,Wyndham,Ballarat Central,Ballarat,-37.560758619880346,143.84044028877062,Tarneit,Melbourne,-37.880242042143955,144.68509738538478,206389,36709,82.34868670704319,70.37681271773205,15.11660020640635,2.714776465800018,29.62318728226795,6.249364064945322,1.058195930984694
Bass Coast,Melbourne,Bass,Phillip Island,-38.527845172196216,145.4582565574395,Melbourne,Melbourne,-37.81361503191175,144.9567973261259,205910,49663,90.71343669924563,67.64411636151718,14.705453839055899,2.5831674032344227,32.35588363848283,6.925841387013744,1.1291340877082219
South Gippsland,Casey,Jeetho,Gippsland,-38.51000720255768,145.94855425037235,Clyde (Vic.),Melbourne,-38.05979577052403,145.30002452714226,200833,35279,75.56545541179405,67.89521642359573,14.374131741297496,2.63402926809837,32.10478357640428,6.145902316850319,0.9824082695572939
Brimbank,Greater Bendigo,St Albans (Vic.),Melbourne,-37.75105319149853,144.79832932276742,Kangaroo Flat (Vic.),Bendigo Loddon,-36.76159987473658,144.2964199597455,198903,41934,118.65060122809845,71.1924908121044,15.626712518162119,2.8068958235924044,28.807509187895608,6.217100797876352,1.1100888372724393
Greater Bendigo,Greater Geelong,Golden Gully,Bendigo Loddon,-36.76159987473658,144.2964199597455,Leopold,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,192050,24662,154.8144926965256,67.92554022390003,14.149440249934914,2.933611038791981,32.07445977609997,6.554543087737569,1.2163499088778964
Greater Geelong,Greater Bendigo,Geelong,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Long Gully,Bendigo Loddon,-36.76159987473658,144.2964199597455,192042,24873,154.8144926965258,68.45742077253935,14.313535580758376,2.9410233178158944,31.54257922746066,6.4246362774809675,1.1945303631497277
Greater Bendigo,Brimbank,Heathcote (Vic.),Bendigo Loddon,-36.76159987473658,144.2964199597455,Sunshine (Vic.),Melbourne,-37.75105319149853,144.79832932276742,191365,40175,118.6506012280987,69.95114049068533,14.73466934914953,2.76173803987145,30.048859509314664,6.20332871737256,1.1950983722206254
Ballarat,Hume,Miners Rest,Ballarat,-37.560758619880346,143.84044028877062,Kalkallo,Melbourne,-37.61916005016096,144.88102921785145,190526,34124,91.91599498523632,71.47843338966861,15.265108174212443,3.010087862024081,28.5215666103314,5.937772272550728,1.0974880068861992
Melbourne,Bass Coast,Docklands,Melbourne,-37.81361503191175,144.9567973261259,Almurta,Phillip Island,-38.527845172196216,145.4582565574395,189829,46396,90.7134366992457,70.48659583098473,14.661089717587936,2.507519925827982,29.513404169015274,6.161334674891613,1.0878211442930215
Hume,Ballarat,Roxburgh Park,Melbourne,-37.61916005016096,144.88102921785145,Ballarat Central,Ballarat,-37.560758619880346,143.84044028877062,188425,31944,91.91599498523621,72.97545442483747,16.320021228605547,2.958736897970015,27.024545575162534,5.863871566936447,1.055061695634868
Brimbank,Ballarat,Derrimut,Melbourne,-37.75105319149853,144.79832932276742,Soldiers Hill (Vic.),Ballarat,-37.560758619880346,143.84044028877062,187539,42537,86.93905633791896,72.84138232580956,15.433056590895761,2.9764475655730274,27.15861767419043,5.860114429531991,1.104836860599662
Manningham,Greater Geelong,Doncaster,Melbourne,-37.774684104320194,145.14744352147358,Ocean Grove,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,186463,39774,78.36844088037172,69.9640143084687,16.153875031507592,2.7984104084992736,30.035985691531298,6.509066141808294,1.1503622702627332
Boroondara,Greater Bendigo,Ashburton,Melbourne,-37.82287315293132,145.05963609635518,Bendigo,Bendigo Loddon,-36.76159987473658,144.2964199597455,186373,41158,135.955462837068,70.98667725475256,15.580046465958052,2.871660594614027,29.013322745247432,6.235345248507026,1.071507138909606
Greater Bendigo,Boroondara,Sailors Gully,Bendigo Loddon,-36.76159987473658,144.2964199597455,Ashburton,Melbourne,-37.82287315293132,145.05963609635518,186078,41563,135.9554628370682,70.29578993755307,15.09958189576414,2.8504175668268146,29.70421006244693,6.278012446393448,1.0861036769526757
Boroondara,Ballarat,Kew (Vic.),Melbourne,-37.82287315293132,145.05963609635518,Alfredton,Ballarat,-37.560758619880346,143.84044028877062,185485,46749,111.16455654054238,71.57290346928323,16.019624228374262,2.820174138070464,28.42709653071677,5.901824945413376,1.0362023883332885
Greater Geelong,Manningham,Belmont (Vic.),Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Warrandyte,Melbourne,-37.774684104320194,145.14744352147358,184354,39819,78.36844088037175,67.53582780954034,14.67394252362303,2.5261182290593096,32.464172190459664,6.750056955639694,1.104396975384315
Ballarat,Brimbank,Delacombe,Ballarat,-37.560758619880346,143.84044028877062,St Albans (Vic.),Melbourne,-37.75105319149853,144.79832932276742,184020,41216,86.93905633791896,71.62210629279426,15.096728616454733,3.2675796109118576,28.377893707205736,5.971090098902293,1.1341158569720682
Ballarat,Boroondara,Ballarat Central,Ballarat,-37.560758619880346,143.84044028877062,Hawthorn (Vic.),Melbourne,-37.82287315293132,145.05963609635518,183936,46620,111.16455654054218,70.65174843423799,15.707093771746694,2.8846990257480862,29.348251565762006,6.09179279749478,1.054171016005567
Surf Coast,Boroondara,Torquay (Vic.),Great Ocean Road,-38.348388766704545,144.21031303599864,Balwyn,Melbourne,-37.82287315293132,145.05963609635518,178460,33717,94.55088139419595,63.145242631402,13.970077328252831,2.526616608763869,36.85475736859801,7.3075198924128655,1.353244424520901
Boroondara,Surf Coast,Hawthorn East,Melbourne,-37.82287315293132,145.05963609635518,Anglesea,Great Ocean Road,-38.348388766704545,144.21031303599864,177882,33341,94.55088139419611,67.07199154495676,15.194904487244354,2.764191992444429,32.928008455043226,6.877593011097244,1.262634780360014
Yarra Ranges,Greater Geelong,Lysterfield,Yarra Valley and the Dandenong Ranges,-37.80113272581049,145.37357368098057,Hamlyn Heights,Geelong and the Bellarine,-38.151801049319516,144.39223976363152,176239,34270,94.43956637385033,68.50640323651406,15.692326896997827,2.8109555773693677,31.493596763485947,6.569488024784525,1.0922667514000874
Nillumbik,Mornington Peninsula,Doreen,Yarra Valley and the Dandenong Ranges,-37.66204789541416,145.15236919085785,Portsea,Peninsula,-38.29235403626136,145.02040683307882,176111,29507,71.03482281148007,67.41373338405892,15.671934177876453,2.852178455633095,32.586266615941085,6.874073737585955,1.3417674080551472
Greater Geelong,Yarra Ranges,Belmont (Vic.),Geelong and the Bellarine,-38.151801049319516,144.39223976363152,Kallista,Yarra Valley and the Dandenong Ranges,-37.80113272581049,145.37357368098057,173825,34363,94.43956637385044,68.4907234287358,14.842514022724004,2.5134474327628364,31.5092765712642,6.653818495613405,0.9745433625773048
Melton,Cardinia,Truganina,Melbourne,-37.72452997948302,144.6727150449748,Emerald (Vic.),Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,173770,34829,79.71443400892204,71.75461817344765,16.209932669620763,3.2928583760142716,28.24538182655234,6.216262876215688,1.167059906773321
Cardinia,Melton,Officer,Yarra Valley and the Dandenong Ranges,-38.06690098622835,145.47087937153333,Deanside,Melbourne,-37.72452997948302,144.6727150449748,173717,34840,79.71443400892191,71.52207325707904,16.575234433014614,3.3260993454872003,28.477926742920957,6.286661639332938,1.064374816511913
Melton,Greater Bendigo,Truganina,Melbourne,-37.72452997948302,144.6727150449748,Marong,Bendigo Loddon,-36.76159987473658,144.2964199597455,172357,34216,112.13412742606964,70.3029177811171,15.557244556356864,2.865563916754179,29.697082218882898,6.244016779127044,1.2358070748504557
Mitchell,Greater Shepparton,Wallan,Goulburn,-37.28781680323136,145.011313351489,Kialla,Goulburn,-36.38940852443266,145.38258615315812,171252,40952,105.22028435419419,71.32763412982038,15.718940508723986,2.0992455562562773,28.67236587017962,5.9824118842407685,0.71064863476047
Mornington Peninsula,Nillumbik,Rosebud,Peninsula,-38.29235403626136,145.02040683307882,Eltham North,Yarra Valley and the Dandenong Ranges,-37.66204789541416,145.15236919085785,171198,28942,71.03482281148007,63.546887229991,13.991985887685605,2.3715230318111193,36.45311277000899,7.551490087501023,1.2535193168144487
Ballarat,Stonnington,Winter Valley,Ballarat,-37.560758619880346,143.84044028877062,Prahran,Melbourne,-37.854614836621806,145.0219008455041,170747,47290,108.94851628164211,71.33243922294389,15.534679965094556,2.9095679572701134,28.66756077705611,6.135978963027169,1.0676615108903817
Stonnington,Ballarat,Armadale (Vic.),Melbourne,-37.854614836621806,145.0219008455041,Wendouree,Ballarat,-37.560758619880346,143.84044028877062,169828,46795,108.94851628164213,72.15417952281132,15.65407353322185,2.9058812445533126,27.84582047718869,6.010198553830935,0.9668605883599878
Swan Hill,Gannawarra,Lake Boga,Mallee,-35.21981010945133,143.40895947635028,Mystic Park,Mallee,-35.74140499234074,143.98668116834165,167286,27625,78.10411942647133,72.76221560680511,10.951304950802816,1.4687421541551595,27.237784393194886,4.740384730342049,0.5314252238681061
