origin_lga,dest_lga,hour_of_day,day_type,peak_period,n_trips,origin_suburb,origin_tourism_region,origin_centroid_lat,origin_centroid_lon,dest_suburb,dest_tourism_region,dest_centroid_lat,dest_centroid_lon
Ballarat,Melbourne,9,Weekday,AM_Peak,1154,Soldiers Hill (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,10,Weekend,Off_Peak,387,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,10,Weekday,Off_Peak,1157,Winter Valley,Ballarat,-37.561288039129316,143.84125606621114,West Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,11,Weekend,Off_Peak,320,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,11,Weekday,Off_Peak,936,Lucas,Ballarat,-37.561288039129316,143.84125606621114,Kensington (Vic.),Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,12,Weekday,Off_Peak,563,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,12,Weekend,Off_Peak,280,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,13,Weekend,Off_Peak,171,Newington (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,13,Weekday,Off_Peak,369,Wendouree,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,14,Weekday,Off_Peak,334,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Carlton (Vic.),Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,14,Weekend,Off_Peak,91,Sebastopol (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,15,Weekend,Off_Peak,72,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,15,Weekday,Off_Peak,260,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,16,Weekend,PM_Peak,83,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Carlton (Vic.),Melbourne,-37.81112228169855,144.95439503242488
Ballarat,Melbourne,16,Weekday,PM_Peak,220,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488
