origin_lga,dest_lga,origin_suburb,origin_tourism_region,origin_centroid_lat,origin_centroid_lon,dest_suburb,dest_tourism_region,dest_centroid_lat,dest_centroid_lon,n_trips,n_devices,avg_distance_km,pct_weekday,pct_weekday_am_peak,pct_weekday_pm_peak,pct_weekend,pct_weekend_am_peak,pct_weekend_pm_peak
Ballarat,Melton,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Melton (Vic.),Melbourne,-37.72214220491137,144.66696598468297,40291,5861,74.8706082346536,69.90394877267876,14.859397880419944,3.2786478369859275,30.096051227321237,6.192449926782656,0.7619567645379861
Melton,Ballarat,Melton South,Melbourne,-37.72214220491137,144.66696598468297,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,40158,5781,74.87060823465359,70.10558294735793,15.180038846556105,3.227252353204841,29.894417052642062,6.103391603167489,0.7993425967428657
Latrobe (Vic.),Melbourne,Traralgon,Gippsland,-38.214106711553,146.4199477751795,North Melbourne,Melbourne,-37.81112228169855,144.95439503242488,25405,11360,135.98654104440777,71.29698878173588,15.508758118480614,2.3184412517221022,28.703011218264123,5.376894312143278,0.7124581775241094
Melbourne,Latrobe (Vic.),Docklands,Melbourne,-37.81112228169855,144.95439503242488,Morwell,Gippsland,-38.214106711553,146.4199477751795,24820,10870,135.9865410444078,70.80983078162772,16.52699435938759,2.207896857373086,29.19016921837228,5.765511684125705,0.676873489121676
Greater Bendigo,Hume,Golden Gully,Bendigo Loddon,-36.76027365719228,144.29640191322605,Sunbury,Melbourne,-37.615969590974,144.88136462221786,24286,4106,108.34360966339916,72.62620439759532,16.474512064563946,2.0505641110104587,27.373795602404677,5.274643827719673,0.7988141315984517
Hume,Greater Bendigo,Sunbury,Melbourne,-37.615969590974,144.88136462221786,Kangaroo Flat (Vic.),Bendigo Loddon,-36.76027365719228,144.29640191322605,24126,4004,108.34360966339915,72.36591229379094,16.39724778247534,2.1387714498880874,27.63408770620907,5.4256818370222994,0.8248362762165298
Casey,Greater Geelong,Narre Warren South,Melbourne,-38.06111031151929,145.30117652760546,Lara,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,21187,6216,80.37336121389369,71.47307311086988,15.896540331335252,4.1157313446925,28.526926889130127,6.1641572662481705,0.6796620569216972
Greater Geelong,Casey,Leopold,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Clyde North,Melbourne,-38.06111031151929,145.30117652760546,21043,6107,80.37336121389373,71.82435964453737,15.834244166706268,4.191417573539895,28.175640355462622,5.925961127215701,0.7318348144276007
Ballarat,Melbourne,Sebastopol (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Melbourne,Melbourne,-37.81112228169855,144.95439503242488,21039,11781,101.81468562648564,73.21165454631874,14.972194495936119,3.246352012928371,26.788345453681256,5.399496173772517,1.3403678882076144
Greater Geelong,Monash,Ocean Grove,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Mulgrave (Vic.),Melbourne,-37.895962260439134,145.1358495139286,20826,9070,71.21972930851625,72.53913377508883,14.32344185153174,2.592912705272256,27.460866224911168,5.195428790934409,0.7154518390473447
Monash,Greater Geelong,Mulgrave (Vic.),Melbourne,-37.895962260439134,145.1358495139286,Belmont (Vic.),Geelong and the Bellarine,-38.15019675302578,144.38958580418054,20733,9019,71.21972930851622,72.01562726088844,14.604736410553224,2.4067911059663336,27.984372739111564,5.435778710268654,0.7476004437370376
Melbourne,Ballarat,Southbank,Melbourne,-37.81112228169855,144.95439503242488,Winter Valley,Ballarat,-37.561288039129316,143.84125606621114,20664,11538,101.81468562648556,73.43205574912892,14.895470383275262,3.068137824235385,26.56794425087108,5.468447541618273,1.292102206736353
Wyndham,Cardinia,Tarneit,Melbourne,-37.89016777149549,144.67403984987567,Pakenham,Yarra Valley and the Dandenong Ranges,-38.06715044710119,145.4689113551805,17605,4844,72.39497760056938,72.35444476001136,16.313547287702356,3.4535643283158195,27.64555523998864,4.9133768815677366,0.9429139449020164
Cardinia,Wyndham,Beaconsfield (Vic.),Yarra Valley and the Dandenong Ranges,-38.06715044710119,145.4689113551805,Werribee,Melbourne,-37.89016777149549,144.67403984987567,17578,4805,72.39497760056936,72.82398452611218,16.577540106951872,3.549891910342474,27.176015473887816,4.846967800659916,0.8021390374331552
Baw Baw,Melbourne,Tanjil Bren,Gippsland,-38.13930722747895,145.95367686001762,Carlton (Vic.),Melbourne,-37.81112228169855,144.95439503242488,17544,8523,94.88668068349186,72.52621979024167,12.841997264021888,2.4338805289557683,27.47378020975832,5.05015959872321,0.815093479252166
Melbourne,Baw Baw,North Melbourne,Melbourne,-37.81112228169855,144.95439503242488,Warragul,Gippsland,-38.13930722747895,145.95367686001762,17236,8338,94.88668068349189,72.74309584590392,13.141100023207242,2.4541656996983057,27.25690415409608,5.215827338129497,0.7600371315850545
Mitchell,Greater Bendigo,Northwood (Vic.),Goulburn,-37.28867843225204,145.01093817127924,Heathcote (Vic.),Bendigo Loddon,-36.76027365719228,144.29640191322605,16300,4069,86.46363144790733,70.079754601227,14.171779141104293,1.7177914110429449,29.920245398773005,5.809815950920245,0.7239263803680981
Greater Bendigo,Melbourne,Ironbark (Vic.),Bendigo Loddon,-36.76027365719228,144.29640191322605,Kensington (Vic.),Melbourne,-37.81112228169855,144.95439503242488,15978,8174,130.54536594546497,74.67142320690951,14.876705470021278,2.303166854424834,25.3285767930905,4.775316059581925,0.6884466140943798
Melbourne,Greater Bendigo,Melbourne,Melbourne,-37.81112228169855,144.95439503242488,Goornong,Bendigo Loddon,-36.76027365719228,144.29640191322605,15954,8152,130.54536594546502,73.75579791901717,14.761188416698007,2.2251472984831393,26.244202080982827,5.095900714554344,0.7145543437382474
Greater Bendigo,Mitchell,Bendigo,Bendigo Loddon,-36.76027365719228,144.29640191322605,Wallan,Goulburn,-37.28867843225204,145.01093817127924,15709,3652,86.46363144790743,67.94194410847285,12.667897383665414,2.0115857151951113,32.05805589152715,5.990196702527214,0.8084537526258833
Latrobe (Vic.),Monash,Morwell,Gippsland,-38.214106711553,146.4199477751795,Clayton,Melbourne,-37.895962260439134,145.1358495139286,15662,4528,117.86466644919571,63.45294342995786,11.550249010343506,1.5834503894777168,36.547056570042145,5.835780870897715,0.6895671050951347
Monash,Latrobe (Vic.),Oakleigh East,Melbourne,-37.895962260439134,145.1358495139286,Traralgon,Gippsland,-38.214106711553,146.4199477751795,15366,4397,117.86466644919571,64.2262137185995,12.644800208251986,1.5358583886502668,35.7737862814005,5.993752440452948,0.46205909150071584
Greater Geelong,Ballarat,Belmont (Vic.),Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,14969,3656,81.27458348533119,71.14703721023449,14.249448860979358,1.376177433362282,28.852962789765513,5.671721557886299,0.7281715545460619
Ballarat,Greater Geelong,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,East Geelong,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,14914,3526,81.27458348533114,71.16132492959635,14.060614188011265,1.2806758750167628,28.838675070403646,6.074829019713021,0.6503956014483037
Greater Geelong,Whitehorse,Ocean Grove,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Forest Hill (Vic.),Melbourne,-37.82583187153571,145.1493299003282,14898,5972,75.72289408116127,71.72103638072225,13.854208618606526,2.5439656329708686,28.278963619277754,4.62478184991274,1.0538327292253993
Whitehorse,Greater Geelong,Mont Albert,Melbourne,-37.82583187153571,145.1493299003282,Lara,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,14610,5678,75.72289408116124,72.08761122518823,13.723477070499657,2.5256673511293637,27.912388774811774,4.934976043805612,1.0266940451745379
Greater Bendigo,Campaspe,Elmore,Bendigo Loddon,-36.76027365719228,144.29640191322605,Rochester (Vic.),Central Murray,-36.23581917987795,144.8057801454641,13645,4750,73.98607039071513,69.76181751557347,11.044338585562476,0.6449248809087578,30.238182484426527,2.674972517405643,0.2711615976548186
Campaspe,Greater Bendigo,Toolleen,Central Murray,-36.23581917987795,144.8057801454641,Elmore,Bendigo Loddon,-36.76027365719228,144.29640191322605,12868,4419,73.98607039071513,65.73671122163506,9.364314578800125,0.6450108797015853,34.26328877836494,2.6655268884053465,0.3652471246502953
Wellington,Melbourne,Sale,Gippsland,-38.08347670583044,146.9867735743447,Southbank,Melbourne,-37.81112228169855,144.95439503242488,12526,6091,180.76153945553705,73.83043269998403,10.865399968066422,2.7462877215391988,26.169567300015967,3.8080791952738307,0.9260737665655436
Greater Geelong,Banyule,Portarlington,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Rosanna,Melbourne,-37.73212598630642,145.07961429390113,12509,4554,76.30567741427667,71.26069230154289,14.061875449676235,2.726037253177712,28.73930769845711,5.068350787433048,1.215125109920857
Banyule,Greater Geelong,Rosanna,Melbourne,-37.73212598630642,145.07961429390113,Belmont (Vic.),Geelong and the Bellarine,-38.15019675302578,144.38958580418054,12507,4539,76.3056774142767,71.2241144958823,13.768289757735669,2.8224194451107376,28.775885504117692,5.141120972255537,1.1353641960502119
Whittlesea,Greater Geelong,Mill Park,Melbourne,-37.64816594310683,145.05003407019333,South Geelong,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,12415,4564,80.46329885259043,65.93636729762385,13.040676600886025,2.43254128070882,34.063632702376154,6.637132501006847,1.1115585984695933
Greater Geelong,Whittlesea,Barwon Heads,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Mill Park,Melbourne,-37.64816594310683,145.05003407019333,12383,4548,80.46329885259043,65.96947427925382,13.639667285795042,2.3015424372123072,34.03052572074618,6.5250746991843664,1.0175240248728095
Melbourne,Wellington,North Melbourne,Melbourne,-37.81112228169855,144.95439503242488,Maffra (Vic.),Gippsland,-38.08347670583044,146.9867735743447,12363,5920,180.76153945553705,73.67143897112352,12.01973630995713,2.5155706543719165,26.328561028876486,4.060503114130874,0.9463722397476341
Greater Geelong,Darebin,Little River (Vic.),Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Northcote,Melbourne,-37.73856099416225,145.00957747043233,12157,6169,71.0685362193599,73.05256230978038,12.396150366044255,2.1222341038085055,26.947437690219626,5.2151024101340795,0.8225713580653122
Wellington,East Gippsland,Sale,Gippsland,-38.08347670583044,146.9867735743447,Fernbank,Lakes,-37.794405216667975,147.83852324975172,11897,4441,81.31684657559789,71.88366815163486,8.523157098428175,1.1095234092628394,28.116331848365135,1.9332604858367655,0.31100277380852315
Hume,Greater Geelong,Kalkallo,Melbourne,-37.615969590974,144.88136462221786,Lara,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,11896,4943,73.42663465723673,71.8728984532616,13.491930060524545,2.4714189643577673,28.1271015467384,5.186617350369873,0.7985877605917955
Greater Geelong,Hume,Geelong West,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Mickleham,Melbourne,-37.615969590974,144.88136462221786,11848,5001,73.42663465723668,70.98244429439568,13.740715732613099,2.312626603646185,29.01755570560432,5.190749493585415,0.7849426063470628
Latrobe (Vic.),Boroondara,Yinnar South,Gippsland,-38.214106711553,146.4199477751795,Kew (Vic.),Melbourne,-37.82148848520205,145.05704680842265,11808,5040,127.12212047151425,73.45867208672087,15.94681571815718,1.676829268292683,26.541327913279133,5.572493224932249,0.7537262872628726
Ballarat,Whitehorse,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Blackburn,Melbourne,-37.82583187153571,145.1493299003282,11786,3434,118.79282208993159,71.86492448667912,15.45901917529272,2.4350924826064824,28.13507551332089,6.516205667741389,0.6363482097403699
Whitehorse,Ballarat,Box Hill (Vic.),Melbourne,-37.82583187153571,145.1493299003282,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,11712,3379,118.79282208993162,72.14822404371584,15.25785519125683,2.467554644808743,27.851775956284154,6.25,0.5635245901639344
Boroondara,Latrobe (Vic.),Hawthorn (Vic.),Melbourne,-37.82148848520205,145.05704680842265,Morwell,Gippsland,-38.214106711553,146.4199477751795,11688,4956,127.1221204715143,72.93805612594113,16.196098562628336,1.5913757700205338,27.061943874058862,5.766598220396988,0.7272416153319644
Darebin,Greater Geelong,Reservoir (Vic.),Melbourne,-37.73856099416225,145.00957747043233,Corio,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,11610,5709,71.06853621935991,72.85099052540913,12.179155900086133,2.041343669250646,27.14900947459087,5.374677002583979,0.8354866494401378
Horsham,Warrnambool,Horsham,Western Grampians,-36.72327426128316,142.19247246514456,Warrnambool,Great Ocean Road,-38.37525163167914,142.48686766993393,11300,1321,185.5155552019539,73.11504424778761,15.91150442477876,3.15929203539823,26.88495575221239,6.513274336283185,0.5221238938053098
Warrnambool,Horsham,Warrnambool,Great Ocean Road,-38.37525163167914,142.48686766993393,Horsham,Western Grampians,-36.72327426128316,142.19247246514456,11269,1306,185.51555520195393,72.42878693761648,16.443340136658087,3.1324873546898573,27.57121306238353,6.983760759605999,0.5324341112787292
Manningham,Latrobe (Vic.),Doncaster East,Melbourne,-37.776058535506564,145.1441533342769,Morwell,Gippsland,-38.214106711553,146.4199477751795,11218,3116,121.94489461551835,72.27669816366554,14.539133535389553,1.6223925833481905,27.723301836334464,5.86557318595115,0.6239971474416117
East Gippsland,Wellington,Buchan South,Lakes,-37.794405216667975,147.83852324975172,Perry Bridge,Gippsland,-38.08347670583044,146.9867735743447,11216,3886,81.31684657559788,70.21219686162625,6.089514978601997,0.8559201141226819,29.787803138373754,1.6761768901569187,0.2585592011412268
Latrobe (Vic.),Manningham,Traralgon,Gippsland,-38.214106711553,146.4199477751795,Doncaster,Melbourne,-37.776058535506564,145.1441533342769,11128,3066,121.94489461551838,72.37598849748382,13.803019410496045,1.6714593817397556,27.624011502516176,5.688353702372393,0.5661394680086269
Ballarat,Boroondara,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Hawthorn East,Melbourne,-37.82148848520205,145.05704680842265,10528,5140,110.82030258447334,73.69870820668693,16.41337386018237,2.2036474164133737,26.30129179331307,5.509118541033434,0.7598784194528876
Baw Baw,Boroondara,Willow Grove,Gippsland,-38.13930722747895,145.95367686001762,Kew (Vic.),Melbourne,-37.82148848520205,145.05704680842265,10371,4246,86.16615706963609,74.86259762800115,9.767621251566869,2.3719988429273937,25.13740237199884,4.6379326969434,0.9256580850448365
Cardinia,Greater Geelong,Pakenham,Yarra Valley and the Dandenong Ranges,-38.06715044710119,145.4689113551805,Barwon Heads,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,10350,2853,94.88307968889534,72.04830917874396,13.497584541062801,2.1449275362318843,27.951690821256037,6.821256038647343,0.5507246376811594
Stonnington,Latrobe (Vic.),Prahran,Melbourne,-37.853919746325715,145.02111387375666,Morwell,Gippsland,-38.214106711553,146.4199477751795,10313,4857,128.8916593230482,72.10317075535731,14.35081935421313,1.6096189275671482,27.896829244642685,5.371860758266266,0.8920779598564919
Stonnington,Ballarat,Armadale (Vic.),Melbourne,-37.853919746325715,145.02111387375666,Winter Valley,Ballarat,-37.561288039129316,143.84125606621114,10269,5039,108.77332691139728,70.49371895997663,15.074496056091146,1.8697049371895997,29.506281040023367,5.540948485733762,1.2756840977699873
Greater Geelong,Cardinia,Leopold,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Pakenham,Yarra Valley and the Dandenong Ranges,-38.06715044710119,145.4689113551805,10261,2801,94.88307968889539,72.27365753825164,13.098138582984115,2.212260013643894,27.726342461748366,6.441867264399182,0.458045024851379
Boroondara,Ballarat,Kew (Vic.),Melbourne,-37.82148848520205,145.05704680842265,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,10238,4859,110.82030258447327,72.68997851142801,15.588982223090447,1.914436413361985,27.31002148857199,5.7726118382496585,0.5860519632740769
Latrobe (Vic.),Stonnington,Traralgon,Gippsland,-38.214106711553,146.4199477751795,Prahran,Melbourne,-37.853919746325715,145.02111387375666,10214,4756,128.8916593230482,73.33072253769336,14.049344037595457,2.2126493048756606,26.66927746230664,4.7679655374975525,0.7147053064421383
Ballarat,Stonnington,Delacombe,Ballarat,-37.561288039129316,143.84125606621114,Toorak,Melbourne,-37.853919746325715,145.02111387375666,10191,4994,108.77332691139726,71.6514571680895,15.140810519085468,2.188205279167893,28.34854283191051,5.426356589147287,0.971445392993818
Boroondara,Baw Baw,Surrey Hills,Melbourne,-37.82148848520205,145.05704680842265,Loch Valley,Gippsland,-38.13930722747895,145.95367686001762,10175,4044,86.16615706963607,74.86977886977887,9.690417690417691,2.4668304668304666,25.13022113022113,4.963144963144963,0.914004914004914
Ballarat,Glen Eira,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,Caulfield East,Melbourne,-37.89671898718544,145.04064649492278,9390,4167,111.88021939542104,72.55591054313099,15.64430244941427,2.896698615548456,27.44408945686901,5.814696485623004,0.8626198083067093
Glen Eira,Latrobe (Vic.),Bentleigh East,Melbourne,-37.89671898718544,145.04064649492278,Morwell,Gippsland,-38.214106711553,146.4199477751795,9329,4090,125.81645086704998,73.16968592560832,14.964090470575625,1.2755922392539394,26.83031407439168,5.402508307428449,0.750348376031729
East Gippsland,Melbourne,Nicholson (Vic.),Lakes,-37.794405216667975,147.83852324975172,Kensington (Vic.),Melbourne,-37.81112228169855,144.95439503242488,9277,4569,253.3903303352455,76.13452624770939,12.137544464805433,3.2661420717904495,23.86547375229061,3.417052926592649,0.5820847256656246
Latrobe (Vic.),Glen Eira,Morwell,Gippsland,-38.214106711553,146.4199477751795,Caulfield North,Melbourne,-37.89671898718544,145.04064649492278,9138,3960,125.81645086705014,73.84548041146859,14.313854235062376,1.3898008316918362,26.154519588531404,5.143357408623332,0.6675421317574962
Melbourne,East Gippsland,Docklands,Melbourne,-37.81112228169855,144.95439503242488,Bairnsdale,Lakes,-37.794405216667975,147.83852324975172,9122,4407,253.39033033524544,75.73996930497698,13.144047358035518,3.1791273843455383,24.260030695023023,4.056128042096032,0.6687130015347512
Glen Eira,Ballarat,Carnegie,Melbourne,-37.89671898718544,145.04064649492278,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,9106,3966,111.88021939542102,72.7322644410279,15.319569514605755,2.9870415110915878,27.267735558972106,5.6336481440808255,0.9663957830002197
Ballarat,Darebin,Sebastopol (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Reservoir (Vic.),Melbourne,-37.73856099416225,145.00957747043233,9054,2563,104.72936183417042,64.97680583167661,15.12038877844047,2.253147779986746,35.02319416832339,7.466313231720786,0.651645681466755
Manningham,Wellington,Templestowe Lower,Melbourne,-37.776058535506564,145.1441533342769,Stockdale,Gippsland,-38.08347670583044,146.9867735743447,8886,2248,165.18256463488993,71.29191987395905,15.034886338059868,2.8471753319828945,28.708080126040965,5.5930677470177805,1.1816340310600946
Darebin,Ballarat,Northcote,Melbourne,-37.73856099416225,145.00957747043233,Tourello,Ballarat,-37.561288039129316,143.84125606621114,8850,2401,104.7293618341705,64.54237288135593,15.163841807909604,2.112994350282486,35.45762711864407,7.378531073446328,0.8587570621468926
Yarra Ranges,Moorabool,Kilsyth,Yarra Valley and the Dandenong Ranges,-37.80355893185542,145.3726635222281,Leigh Creek (Vic.),Macedon,-37.658771856958744,144.34982354804768,8815,1680,91.38055182599665,77.81055019852523,12.773681225184344,1.9625638116846282,22.18944980147476,2.5865002836074873,0.9982983550765739
Moorabool,Yarra Ranges,Balliang,Macedon,-37.658771856958744,144.34982354804768,Woori Yallock,Yarra Valley and the Dandenong Ranges,-37.80355893185542,145.3726635222281,8810,1623,91.38055182599676,76.87854710556185,12.587968217934165,1.7253121452894438,23.12145289443814,3.58683314415437,0.94211123723042
Greater Shepparton,Melbourne,Shepparton,Goulburn,-36.389249928075884,145.38203467053052,Melbourne,Melbourne,-37.81112228169855,144.95439503242488,8745,5248,162.58959098238995,73.20754716981132,15.59748427672956,2.858776443682104,26.79245283018868,5.500285877644369,1.1549456832475702
Wellington,Manningham,Sale,Gippsland,-38.08347670583044,146.9867735743447,Doncaster East,Melbourne,-37.776058535506564,145.1441533342769,8662,2151,165.1825646348899,71.38074347725698,14.800277072269683,2.839990764257677,28.619256522743015,5.333641191410759,1.0621103671207575
Melbourne,Greater Shepparton,Melbourne,Melbourne,-37.81112228169855,144.95439503242488,Shepparton,Goulburn,-36.389249928075884,145.38203467053052,8596,5099,162.5895909823899,73.97626803164262,15.553745928338763,2.3615635179153096,26.023731968357378,4.979060027919963,0.9306654257794323
Greater Dandenong,Greater Geelong,Lyndhurst (Vic.),Melbourne,-37.986216161525185,145.18810081764852,North Geelong,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,8526,3463,72.24168485552642,73.84471029791226,15.622800844475721,2.4865118461177573,26.15528970208773,4.902650715458598,0.9969505043396668
Greater Geelong,Greater Dandenong,Norlane,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Noble Park,Melbourne,-37.986216161525185,145.18810081764852,8404,3428,72.24168485552644,73.4531175630652,15.75440266539743,2.486910994764398,26.546882436934794,4.950023798191337,1.0233222275107092
Golden Plains,Melbourne,Steiglitz (Vic.),Geelong and the Bellarine,-37.88216884351768,143.97231278993613,Docklands,Melbourne,-37.81112228169855,144.95439503242488,8380,4106,86.59313912425692,77.86396181384248,12.446300715990454,2.541766109785203,22.136038186157517,3.6515513126491648,0.6085918854415274
Yarra Ranges,Greater Geelong,Lysterfield,Yarra Valley and the Dandenong Ranges,-37.80355893185542,145.3726635222281,Lara,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,8360,3119,94.39447471499145,74.4019138755981,14.401913875598085,1.9736842105263157,25.598086124401913,4.92822966507177,0.5382775119617225
Melbourne,Golden Plains,Southbank,Melbourne,-37.81112228169855,144.95439503242488,Smythes Creek,Geelong and the Bellarine,-37.88216884351768,143.97231278993613,8355,4090,86.59313912425694,76.84021543985638,12.639138240574507,2.5374027528426093,23.159784560143628,3.566726511071215,0.6582884500299222
Greater Geelong,Yarra Ranges,Charlemont,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Seville,Yarra Valley and the Dandenong Ranges,-37.80355893185542,145.3726635222281,8289,3076,94.39447471499139,74.64109060200266,14.911328266377128,2.123295934370853,25.358909397997348,4.898057666787309,0.579080709373869
Ballarat,Whittlesea,Brown Hill (Vic.),Ballarat,-37.561288039129316,143.84125606621114,Bundoora (Vic.),Melbourne,-37.64816594310683,145.05003407019333,8227,2499,106.92140982108909,63.8993557797496,14.719824966573478,2.151452534338155,36.100644220250395,7.1836635468579075,0.5955998541388112
Greater Geelong,Knox,Belmont (Vic.),Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Wantirna,Melbourne,-37.87935573451447,145.24961212130876,8200,3017,81.13838978690691,70.30487804878048,15.24390243902439,3.0365853658536586,29.695121951219512,5.51219512195122,0.878048780487805
Whittlesea,Ballarat,Mill Park,Melbourne,-37.64816594310683,145.05003407019333,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,8192,2445,106.92140982108901,64.2333984375,14.63623046875,2.24609375,35.7666015625,6.97021484375,0.830078125
Mornington Peninsula,Hume,Capel Sound,Peninsula,-38.287997170251494,145.02657685054575,Sunbury,Melbourne,-37.615969590974,144.88136462221786,8123,3535,75.80295513072463,70.42964422011572,15.326849686076574,1.821986950634002,29.570355779884277,5.022774836882925,0.6770897451680413
Wellington,Boroondara,Yangoura,Gippsland,-38.08347670583044,146.9867735743447,Camberwell (Vic.),Melbourne,-37.82148848520205,145.05704680842265,8116,3329,171.6837483865949,74.67964514539182,9.943321833415474,2.5135534746180386,25.32035485460818,4.115327747658945,0.5667816658452439
Knox,Greater Geelong,Bayswater (Vic.),Melbourne,-37.87935573451447,145.24961212130876,Portarlington,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,8113,2957,81.13838978690696,71.18205349439172,15.592259336866757,2.748674966103784,28.817946505608283,5.497349932207568,0.9244422531739185
Surf Coast,Merri-bek,Torquay (Vic.),Great Ocean Road,-38.34001966417261,144.21173470770407,Brunswick West,Melbourne,-37.734555271295385,144.9454216976057,8088,2067,93.06542306869373,71.25370919881306,14.527695351137487,1.990603363006924,28.74629080118694,4.797230464886251,0.7294757665677547
Merri-bek,Surf Coast,Coburg,Melbourne,-37.734555271295385,144.9454216976057,Torquay (Vic.),Great Ocean Road,-38.34001966417261,144.21173470770407,8084,2001,93.06542306869382,70.78179119247898,14.844136566056406,2.214250371103414,29.21820880752103,4.898565066798614,0.8164275111331024
Baw Baw,Yarra,Tanjil Bren,Gippsland,-38.13930722747895,145.95367686001762,Collingwood (Vic.),Melbourne,-37.79921964089451,144.98881256422413,8074,3623,92.64785326576356,74.84518206589051,12.212038642556355,3.4059945504087197,25.154817934109484,3.9757245479316325,0.9784493435719595
Whittlesea,Mornington Peninsula,South Morang,Melbourne,-37.64816594310683,145.05003407019333,Fingal (Vic.),Peninsula,-38.287997170251494,145.02657685054575,8069,3488,71.17569490683458,71.8800347007064,13.11190977816334,2.416656339075474,28.119965299293593,4.684595364977072,0.805552113025158
Boroondara,Wellington,Hawthorn (Vic.),Melbourne,-37.82148848520205,145.05704680842265,Stockdale,Gippsland,-38.08347670583044,146.9867735743447,8064,3214,171.6837483865949,74.40476190476191,10.119047619047619,2.4677579365079363,25.595238095238095,4.340277777777778,0.8060515873015874
Brimbank,Greater Bendigo,Keilor Downs,Melbourne,-37.75022702710584,144.79610934963873,Kimbolton (Vic.),Bendigo Loddon,-36.76027365719228,144.29640191322605,8031,2237,118.62961273206734,71.68472170339932,19.300211679741004,1.656082679616486,28.31527829660067,5.790063503922301,0.9587847092516498
Mornington Peninsula,Whittlesea,Mount Martha,Peninsula,-38.287997170251494,145.02657685054575,Bundoora (Vic.),Melbourne,-37.64816594310683,145.05003407019333,8029,3571,71.17569490683462,70.39481878191556,12.903225806451612,2.2294183584506166,29.605181218084443,4.546020675052933,0.8220201768588866
Yarra,Baw Baw,Clifton Hill,Melbourne,-37.79921964089451,144.98881256422413,Warragul,Gippsland,-38.13930722747895,145.95367686001762,8007,3595,92.64785326576354,74.27251155239166,12.576495566379418,3.0348445110528286,25.727488447608344,4.121393780442113,1.0740601973273387
Greater Bendigo,Brimbank,Bendigo,Bendigo Loddon,-36.76027365719228,144.29640191322605,Albanvale,Melbourne,-37.75022702710584,144.79610934963873,7996,2202,118.62961273206736,71.08554277138569,18.67183591795898,1.8134067033516759,28.91445722861431,5.777888944472236,0.9754877438719359
Cardinia,Hume,Officer,Yarra Valley and the Dandenong Ranges,-38.06715044710119,145.4689113551805,Greenvale (Vic.),Melbourne,-37.615969590974,144.88136462221786,7978,2959,71.9637030403673,74.2541990473803,17.009275507646027,3.2965655552770117,25.745800952619703,5.978942090749562,1.328653797944347
Monash,Ballarat,Mount Waverley,Melbourne,-37.895962260439134,145.1358495139286,Ballarat Central,Ballarat,-37.561288039129316,143.84125606621114,7977,3856,119.78063484666632,72.30788516986337,15.24382599974928,2.1561990723329574,27.692114830136642,6.042371818979566,0.8399147549203961
Casey,Latrobe (Vic.),Berwick,Melbourne,-38.06111031151929,145.30117652760546,Traralgon,Gippsland,-38.214106711553,146.4199477751795,7907,2424,99.31293593090882,74.45301631465789,17.13671430378146,1.8085240925761983,25.546983685342102,5.412925256102188,0.5058808650562793
Hume,Mornington Peninsula,Sunbury,Melbourne,-37.615969590974,144.88136462221786,Fingal (Vic.),Peninsula,-38.287997170251494,145.02657685054575,7905,3295,75.80295513072464,71.22074636306135,15.243516761543328,1.922833649588868,28.779253636938645,5.148640101201771,0.6325110689437065
Greater Geelong,Maroondah,Lovely Banks,Geelong and the Bellarine,-38.15019675302578,144.38958580418054,Warranwood,Melbourne,-37.80413324409861,145.25924593394433,7884,2874,85.38750507601874,73.55403348554034,17.376966007102993,2.2704211060375443,26.445966514459666,4.731100963977676,0.5707762557077625
